file,label,confidence
engpass/41667_9305077_12356878.html,3,0.9998900890350342
engpass/52603_18179001_22025422.html,3,0.9998666048049927
engpass/41667_16555232_20356331.html,3,0.9999587535858154
engpass/52603_18184740_22031324.html,3,0.9998706579208374
engpass/41667_16863339_20673720.html,3,0.9998669624328613
engpass/41667_16895114_20706510.html,3,0.9999397993087769
engpass/41667_9308309_12360122.html,3,0.9998774528503418
engpass/52603_18187671_22034355.html,3,0.9998949766159058
engpass/41667_9768572_12827214.html,3,0.9999499320983887
engpass/41667_16555632_20356742.html,3,0.9998854398727417
engpass/52603_18181389_22027892.html,3,0.9999115467071533
engpass/41667_17323991_21144687.html,3,0.9998602867126465
engpass/41667_9685137_12742562.html,3,0.9999607801437378
engpass/41667_17093399_20909113.html,3,0.9999494552612305
engpass/41667_16593686_20396713.html,3,0.9999055862426758
engpass/41667_9327580_12379501.html,3,0.9999417066574097
engpass/41667_17078665_20893410.html,3,0.9999064207077026
engpass/41667_17265399_21085694.html,3,0.9998769760131836
engpass/52603_18179684_22026126.html,3,0.9998898506164551
engpass/41667_17129766_20947973.html,3,0.999862790107727
engpass/52603_18181217_22027711.html,3,0.9998891353607178
engpass/41667_9246612_12297916.html,3,0.9998701810836792
engpass/41667_17550125_21372071.html,3,0.9998937845230103
engpass/41667_16637758_20442216.html,3,0.9998891353607178
engpass/41667_16806399_20615545.html,3,0.9998750686645508
engpass/41667_9767257_12825862.html,3,0.999870777130127
engpass/52603_18189759_22036514.html,3,0.9999600648880005
engpass/41667_16668111_20473593.html,3,0.999848484992981
engpass/41667_16589051_20391858.html,3,0.9998660087585449
engpass/41667_16981200_20794206.html,3,0.9998810291290283
engpass/41667_9710716_12768341.html,3,0.9999022483825684
engpass/41667_17294676_21115152.html,3,0.9998743534088135
engpass/41667_9208253_12259154.html,3,0.9998341798782349
engpass/41667_9288637_12340320.html,3,0.9998379945755005
engpass/41667_16591955_20394899.html,3,0.9999059438705444
engpass/41667_16957541_20770320.html,3,0.9999090433120728
engpass/41667_9281695_12333298.html,3,0.9998794794082642
engpass/41667_16555760_20356875.html,3,0.9998927116394043
engpass/41667_16781203_20590117.html,3,0.9998453855514526
engpass/41667_16842855_20652942.html,3,0.9998433589935303
engpass/52603_18174235_22020451.html,3,0.9998291730880737
engpass/52603_18186604_22033261.html,3,0.9998733997344971
engpass/52603_18183003_22029544.html,3,0.9998181462287903
engpass/41667_17305182_21125712.html,3,0.9999079704284668
engpass/41667_17111390_20928270.html,3,0.9998620748519897
engpass/41667_9406610_12459196.html,3,0.999869704246521
engpass/41667_17154943_20973804.html,3,0.9998730421066284
engpass/41667_17174186_20993378.html,3,0.9998823404312134
engpass/41667_9290994_12342732.html,3,0.9999107122421265
engpass/52603_18186023_22032668.html,3,0.9998875856399536
engpass/41667_16997988_20811198.html,3,0.9999071359634399
engpass/41667_16672072_20477715.html,3,0.9998313188552856
engpass/41667_17132182_20950492.html,3,0.9998691082000732
engpass/41667_16801859_20610933.html,3,0.9998787641525269
engpass/41667_9324680_12376582.html,3,0.9998774528503418
engpass/52603_18182156_22028678.html,3,0.9999421834945679
engpass/41667_16675494_20481269.html,3,0.9998914003372192
engpass/52603_18184970_22031559.html,3,0.9999423027038574
engpass/41667_16671924_20477566.html,3,0.9998573064804077
engpass/41667_9548368_12604279.html,3,0.9998149275779724
engpass/41667_16601216_20404573.html,3,0.9998332262039185
engpass/28966_7778165_10814235.html,3,0.9999279975891113
engpass/52603_18185905_22032549.html,3,0.9998871088027954
engpass/41667_16623095_20426917.html,3,0.9998680353164673
engpass/52603_18173979_22020169.html,3,0.9998939037322998
engpass/52603_18182784_22029324.html,3,0.9999330043792725
engpass/41667_16654548_20459647.html,3,0.999893307685852
engpass/41667_16928861_20741289.html,3,0.9998555183410645
engpass/41667_17010002_20823538.html,3,0.999883770942688
engpass/41667_17422918_21244213.html,3,0.9998905658721924
engpass/41667_17019519_20833225.html,3,0.999872088432312
engpass/41667_16586650_20389318.html,3,0.9999058246612549
engpass/52603_18184179_22030753.html,3,0.999920129776001
engpass/41667_9200138_12250903.html,3,0.9998098015785217
engpass/41667_17263300_21083530.html,3,0.999849796295166
engpass/41667_17262241_21082429.html,3,0.9999052286148071
engpass/41667_17470098_21291704.html,3,0.9999321699142456
engpass/52603_18185462_22032087.html,3,0.999890923500061
engpass/41667_17136256_20954747.html,3,0.9998728036880493
engpass/41667_16830001_20639846.html,3,0.9998824596405029
engpass/52603_18181261_22027760.html,3,0.9998672008514404
engpass/52603_18183954_22030522.html,3,0.9999532699584961
engpass/41667_17647773_21470400.html,3,0.9998810291290283
engpass/52603_18174114_22020306.html,3,0.9998664855957031
engpass/28966_7778046_10814108.html,3,0.9999315738677979
engpass/41667_16910619_20722595.html,3,0.9999032020568848
engpass/41667_9209871_12260797.html,3,0.999885082244873
engpass/41667_16556820_20358010.html,3,0.9999489784240723
engpass/41667_9180455_12231030.html,3,0.9998939037322998
engpass/41667_9282279_12333891.html,3,0.9998940229415894
engpass/41667_17034398_20848345.html,3,0.9998701810836792
engpass/52603_18184817_22031404.html,3,0.9998800754547119
engpass/41667_8869672_11917878.html,3,0.9999159574508667
engpass/52603_18181509_22028013.html,3,0.9998924732208252
engpass/41667_9323948_12375848.html,3,0.9998544454574585
engpass/41667_16842408_20652488.html,3,0.9999470710754395
engpass/52603_18186128_22032773.html,3,0.9999427795410156
engpass/41667_17009972_20823505.html,3,0.9998838901519775
engpass/41667_17092893_20908517.html,3,0.9998750686645508
engpass/52603_18180456_22026926.html,3,0.9999525547027588
engpass/52603_18182322_22028848.html,3,0.9998888969421387
engpass/41667_16590160_20392996.html,3,0.9999605417251587
engpass/41667_17061409_20875647.html,3,0.9998948574066162
engpass/41667_16680973_20487033.html,3,0.9998420476913452
engpass/41667_17522751_21344507.html,3,0.9999030828475952
engpass/41667_17274564_21094939.html,3,0.999908447265625
engpass/41667_17698811_21521830.html,3,0.9999537467956543
engpass/52603_18178866_22025285.html,3,0.9998873472213745
engpass/41667_16841961_20652030.html,3,0.9998518228530884
engpass/41667_8799288_11844233.html,3,0.9998937845230103
engpass/41667_17274183_21094553.html,3,0.9998714923858643
engpass/41667_17127561_20945618.html,3,0.9998692274093628
engpass/52603_18178128_22024508.html,3,0.9998693466186523
engpass/41667_9101679_12151925.html,3,0.9998645782470703
engpass/41667_16599454_20402738.html,3,0.9998844861984253
engpass/41667_16837046_20647018.html,3,0.999895453453064
engpass/41667_16593864_20396908.html,3,0.9998835325241089
engpass/41667_9316327_12368177.html,3,0.9998685121536255
engpass/52603_18181257_22027756.html,3,0.9998878240585327
engpass/41667_16591887_20394831.html,3,0.9999079704284668
engpass/52603_18187397_22034074.html,3,0.9998738765716553
engpass/41667_16593471_20396499.html,3,0.9998853206634521
engpass/52603_18184195_22030769.html,3,0.9998898506164551
engpass/41667_17470255_21291863.html,3,0.9999024868011475
engpass/52603_18177055_22023398.html,3,0.9998849630355835
engpass/52603_18183783_22030347.html,3,0.9998922348022461
engpass/52603_18174924_22021212.html,3,0.9998869895935059
engpass/41667_16566852_20368775.html,3,0.9998705387115479
engpass/41667_16567116_20369043.html,3,0.9998629093170166
engpass/41667_17004449_20817892.html,3,0.9998345375061035
engpass/52603_18183890_22030458.html,3,0.999927282333374
engpass/41667_17084451_20899539.html,3,0.9998648166656494
engpass/41667_17304522_21125048.html,3,0.9998868703842163
engpass/41667_16657644_20462834.html,3,0.999922513961792
engpass/41667_16658216_20463433.html,3,0.9999397993087769
engpass/41667_9743025_12800991.html,3,0.9998667240142822
engpass/41667_8788489_11833067.html,3,0.999900221824646
engpass/41667_17330501_21151255.html,3,0.9998739957809448
engpass/41667_9319360_12371245.html,3,0.9998113512992859
engpass/41667_9315678_12367521.html,3,0.9998939037322998
engpass/41667_16843149_20653240.html,3,0.9999064207077026
engpass/52603_18179680_22026121.html,3,0.999873161315918
engpass/41667_16657929_20463132.html,3,0.9998865127563477
engpass/52603_18189265_22036009.html,3,0.9998956918716431
engpass/41667_16689888_20496389.html,3,0.9998983144760132
